"","quantile_p","arm_type","replication","strategy","num_rounds","chosen_arm"
"9373",0.2,"normal_spread",27,"LUCB BB",67664,3
"9374",0.2,"normal_spread",27,"LUCB DKW",678025,7
"9375",0.2,"normal_spread",27,"LUCB Stitched",140355,1
"9376",0.2,"normal_spread",27,"QPAC",804733,7
"9377",0.2,"normal_spread",27,"QPAC BB",115983,8
"9378",0.2,"normal_spread",27,"Doubled Max-Q",4648896,8
"9379",0.2,"normal_spread",28,"LUCB BB",87819,7
"9380",0.2,"normal_spread",28,"LUCB DKW",634694,7
"9381",0.2,"normal_spread",28,"LUCB Stitched",130049,4
"9382",0.2,"normal_spread",28,"QPAC",797869,4
"9383",0.2,"normal_spread",28,"QPAC BB",119243,3
"9384",0.2,"normal_spread",28,"Doubled Max-Q",4652928,6
"9385",0.2,"normal_spread",29,"LUCB Stitched",88813,5
"9386",0.2,"normal_spread",29,"LUCB BB",97485,6
"9387",0.2,"normal_spread",29,"LUCB DKW",657956,3
"9388",0.2,"normal_spread",29,"QPAC BB",120056,2
"9389",0.2,"normal_spread",29,"QPAC",811380,9
"9390",0.2,"normal_spread",29,"Doubled Max-Q",4648896,5
"9391",0.2,"normal_spread",30,"LUCB BB",73901,1
"9392",0.2,"normal_spread",30,"LUCB DKW",695902,1
"9393",0.2,"normal_spread",30,"LUCB Stitched",85779,1
"9394",0.2,"normal_spread",30,"QPAC BB",116100,4
"9395",0.2,"normal_spread",30,"QPAC",827717,5
"9396",0.2,"normal_spread",30,"Doubled Max-Q",4648896,3
"9397",0.2,"normal_spread",31,"LUCB BB",105008,7
"9398",0.2,"normal_spread",31,"LUCB DKW",611387,6
"9399",0.2,"normal_spread",31,"LUCB Stitched",130923,6
"9400",0.2,"normal_spread",31,"QPAC",738463,6
"9401",0.2,"normal_spread",31,"QPAC BB",86543,1
"9402",0.2,"normal_spread",31,"Doubled Max-Q",4648896,6
"9403",0.2,"normal_spread",32,"LUCB BB",106346,8
"9404",0.2,"normal_spread",32,"LUCB DKW",670119,8
"9405",0.2,"normal_spread",32,"LUCB Stitched",116233,6
"9406",0.2,"normal_spread",32,"QPAC BB",130891,6
"9407",0.2,"normal_spread",32,"QPAC",828196,3
"9408",0.2,"normal_spread",32,"Doubled Max-Q",4648896,2
"9409",0.2,"normal_spread",33,"LUCB BB",64570,5
"9410",0.2,"normal_spread",33,"LUCB DKW",612768,3
"9411",0.2,"normal_spread",33,"LUCB Stitched",113986,3
"9412",0.2,"normal_spread",33,"QPAC",835583,5
"9413",0.2,"normal_spread",33,"QPAC BB",108538,6
"9414",0.2,"normal_spread",33,"Doubled Max-Q",4648896,8
"9415",0.2,"normal_spread",34,"LUCB BB",95758,2
"9416",0.2,"normal_spread",34,"LUCB DKW",679615,7
"9417",0.2,"normal_spread",34,"LUCB Stitched",114458,9
"9418",0.2,"normal_spread",34,"QPAC",746283,4
"9419",0.2,"normal_spread",34,"QPAC BB",106066,3
"9420",0.2,"normal_spread",34,"Doubled Max-Q",4648896,6
"9421",0.2,"normal_spread",35,"LUCB BB",81683,1
"9422",0.2,"normal_spread",35,"LUCB DKW",599442,6
"9423",0.2,"normal_spread",35,"LUCB Stitched",102082,8
"9424",0.2,"normal_spread",35,"QPAC",758339,7
"9425",0.2,"normal_spread",35,"QPAC BB",88514,8
"9426",0.2,"normal_spread",35,"Doubled Max-Q",4652928,5
"9427",0.2,"normal_spread",36,"LUCB BB",108578,9
"9428",0.2,"normal_spread",36,"LUCB DKW",651387,9
"9429",0.2,"normal_spread",36,"LUCB Stitched",134891,2
"9430",0.2,"normal_spread",36,"QPAC",785372,5
"9431",0.2,"normal_spread",36,"QPAC BB",112290,9
"9432",0.2,"normal_spread",36,"Doubled Max-Q",4652928,1
"9433",0.2,"normal_spread",37,"LUCB BB",109518,5
"9434",0.2,"normal_spread",37,"LUCB DKW",762965,8
"9435",0.2,"normal_spread",37,"LUCB Stitched",124972,2
"9436",0.2,"normal_spread",37,"QPAC",797366,1
"9437",0.2,"normal_spread",37,"QPAC BB",97836,4
"9438",0.2,"normal_spread",37,"Doubled Max-Q",4648896,6
"9439",0.2,"normal_spread",38,"LUCB BB",95329,1
"9440",0.2,"normal_spread",38,"LUCB DKW",792755,1
"9441",0.2,"normal_spread",38,"LUCB Stitched",136927,7
"9442",0.2,"normal_spread",38,"QPAC",741563,7
"9443",0.2,"normal_spread",38,"QPAC BB",109720,8
"9444",0.2,"normal_spread",38,"Doubled Max-Q",4652928,7
"9445",0.2,"normal_spread",39,"LUCB BB",109004,9
"9446",0.2,"normal_spread",39,"LUCB DKW",628857,6
"9447",0.2,"normal_spread",39,"LUCB Stitched",112184,4
"9448",0.2,"normal_spread",39,"QPAC BB",127481,5
"9449",0.2,"normal_spread",39,"QPAC",823370,3
"9450",0.2,"normal_spread",39,"Doubled Max-Q",4652928,5
"9451",0.2,"normal_spread",40,"LUCB BB",108903,2
"9452",0.2,"normal_spread",40,"LUCB DKW",670979,3
"9453",0.2,"normal_spread",40,"LUCB Stitched",129901,8
"9454",0.2,"normal_spread",40,"QPAC",792689,6
"9455",0.2,"normal_spread",40,"QPAC BB",121866,1
"9456",0.2,"normal_spread",40,"Doubled Max-Q",4652928,2
"9457",0.2,"normal_spread",41,"LUCB Stitched",91756,8
"9458",0.2,"normal_spread",41,"LUCB BB",107860,8
"9459",0.2,"normal_spread",41,"LUCB DKW",615927,7
"9460",0.2,"normal_spread",41,"QPAC BB",117927,3
"9461",0.2,"normal_spread",41,"QPAC",751124,8
"9462",0.2,"normal_spread",41,"Doubled Max-Q",4648896,4
"9463",0.2,"normal_spread",42,"LUCB BB",65980,5
"9464",0.2,"normal_spread",42,"LUCB DKW",549241,5
"9465",0.2,"normal_spread",42,"LUCB Stitched",100657,5
"9466",0.2,"normal_spread",42,"QPAC BB",131504,8
"9467",0.2,"normal_spread",42,"QPAC",754911,6
"9468",0.2,"normal_spread",42,"Doubled Max-Q",4648896,9
"9469",0.2,"normal_spread",43,"LUCB BB",96815,7
"9470",0.2,"normal_spread",43,"LUCB DKW",635153,5
"9471",0.2,"normal_spread",43,"LUCB Stitched",122001,2
"9472",0.2,"normal_spread",43,"QPAC BB",132465,4
"9473",0.2,"normal_spread",43,"QPAC",789636,5
"9474",0.2,"normal_spread",43,"Doubled Max-Q",4648896,9
"9475",0.2,"normal_spread",44,"LUCB BB",75061,2
"9476",0.2,"normal_spread",44,"LUCB DKW",705583,4
"9477",0.2,"normal_spread",44,"LUCB Stitched",106489,3
"9478",0.2,"normal_spread",44,"QPAC BB",127029,5
"9479",0.2,"normal_spread",44,"QPAC",734832,3
"9480",0.2,"normal_spread",44,"Doubled Max-Q",4648896,7
"9481",0.2,"normal_spread",45,"LUCB Stitched",141309,1
"9482",0.2,"normal_spread",45,"LUCB BB",157077,7
"9483",0.2,"normal_spread",45,"LUCB DKW",690685,3
"9484",0.2,"normal_spread",45,"QPAC",831740,6
"9485",0.2,"normal_spread",45,"QPAC BB",115563,3
"9486",0.2,"normal_spread",45,"Doubled Max-Q",4648896,8
"9487",0.2,"normal_spread",46,"LUCB BB",93567,3
"9488",0.2,"normal_spread",46,"LUCB DKW",760114,4
"9489",0.2,"normal_spread",46,"LUCB Stitched",94137,4
"9490",0.2,"normal_spread",46,"QPAC BB",128874,8
"9491",0.2,"normal_spread",46,"QPAC",821528,4
"9492",0.2,"normal_spread",46,"Doubled Max-Q",4648896,6
"9493",0.2,"normal_spread",47,"LUCB BB",82341,5
"9494",0.2,"normal_spread",47,"LUCB DKW",635763,1
"9495",0.2,"normal_spread",47,"LUCB Stitched",114881,8
"9496",0.2,"normal_spread",47,"QPAC",800563,9
"9497",0.2,"normal_spread",47,"QPAC BB",105961,5
"9498",0.2,"normal_spread",47,"Doubled Max-Q",4652928,2
"9499",0.2,"normal_spread",48,"LUCB BB",90035,9
"9500",0.2,"normal_spread",48,"LUCB DKW",610660,9
"9501",0.2,"normal_spread",48,"LUCB Stitched",114343,5
"9502",0.2,"normal_spread",48,"QPAC",832664,9
"9503",0.2,"normal_spread",48,"QPAC BB",82214,5
"9504",0.2,"normal_spread",48,"Doubled Max-Q",4648896,8
"9505",0.2,"normal_spread",49,"LUCB BB",84103,9
"9506",0.2,"normal_spread",49,"LUCB DKW",716118,8
"9507",0.2,"normal_spread",49,"LUCB Stitched",90172,5
"9508",0.2,"normal_spread",49,"QPAC BB",127395,2
"9509",0.2,"normal_spread",49,"QPAC",783895,9
"9510",0.2,"normal_spread",49,"Doubled Max-Q",4648896,3
"9511",0.2,"normal_spread",50,"LUCB Stitched",67819,2
"9512",0.2,"normal_spread",50,"LUCB BB",87781,4
"9513",0.2,"normal_spread",50,"LUCB DKW",581546,4
"9514",0.2,"normal_spread",50,"QPAC BB",129252,2
"9515",0.2,"normal_spread",50,"QPAC",830340,4
"9516",0.2,"normal_spread",50,"Doubled Max-Q",4648896,4
"9517",0.2,"normal_spread",51,"LUCB BB",86660,5
"9518",0.2,"normal_spread",51,"LUCB DKW",704168,5
"9519",0.2,"normal_spread",51,"LUCB Stitched",121227,6
"9520",0.2,"normal_spread",51,"QPAC BB",121239,8
"9521",0.2,"normal_spread",51,"QPAC",805660,8
"9522",0.2,"normal_spread",51,"Doubled Max-Q",4652928,1
"9523",0.2,"normal_spread",52,"LUCB BB",49391,9
"9524",0.2,"normal_spread",52,"LUCB DKW",792095,8
"9525",0.2,"normal_spread",52,"LUCB Stitched",118860,8
"9526",0.2,"normal_spread",52,"QPAC BB",122475,3
"9527",0.2,"normal_spread",52,"QPAC",828621,5
"9528",0.2,"normal_spread",52,"Doubled Max-Q",4648896,5
"9529",0.2,"normal_spread",53,"LUCB BB",49675,7
"9530",0.2,"normal_spread",53,"LUCB DKW",603318,5
"9531",0.2,"normal_spread",53,"LUCB Stitched",68095,7
"9532",0.2,"normal_spread",53,"QPAC BB",120536,1
"9533",0.2,"normal_spread",53,"QPAC",816801,8
"9534",0.2,"normal_spread",53,"Doubled Max-Q",4648896,5
"9535",0.2,"normal_spread",54,"LUCB BB",96619,7
"9536",0.2,"normal_spread",54,"LUCB DKW",613514,1
"9537",0.2,"normal_spread",54,"LUCB Stitched",122591,1
"9538",0.2,"normal_spread",54,"QPAC BB",123679,9
"9539",0.2,"normal_spread",54,"QPAC",762823,7
"9540",0.2,"normal_spread",54,"Doubled Max-Q",4648896,9
"9541",0.2,"normal_spread",55,"LUCB BB",63349,8
"9542",0.2,"normal_spread",55,"LUCB DKW",678437,9
"9543",0.2,"normal_spread",55,"LUCB Stitched",103955,8
"9544",0.2,"normal_spread",55,"QPAC BB",120601,1
"9545",0.2,"normal_spread",55,"QPAC",838405,1
"9546",0.2,"normal_spread",55,"Doubled Max-Q",4648896,6
"9547",0.2,"normal_spread",56,"LUCB Stitched",82012,7
"9548",0.2,"normal_spread",56,"LUCB BB",96639,6
"9549",0.2,"normal_spread",56,"LUCB DKW",697127,9
"9550",0.2,"normal_spread",56,"QPAC BB",129970,3
"9551",0.2,"normal_spread",56,"QPAC",824260,7
"9552",0.2,"normal_spread",56,"Doubled Max-Q",4648896,6
"9553",0.2,"normal_spread",57,"LUCB BB",84741,8
"9554",0.2,"normal_spread",57,"LUCB DKW",591860,7
"9555",0.2,"normal_spread",57,"LUCB Stitched",126739,4
"9556",0.2,"normal_spread",57,"QPAC",720266,6
"9557",0.2,"normal_spread",57,"QPAC BB",111355,7
"9558",0.2,"normal_spread",57,"Doubled Max-Q",4652928,7
"9559",0.2,"normal_spread",58,"LUCB BB",112051,9
"9560",0.2,"normal_spread",58,"LUCB DKW",700227,9
"9561",0.2,"normal_spread",58,"LUCB Stitched",112545,6
"9562",0.2,"normal_spread",58,"QPAC BB",124192,3
"9563",0.2,"normal_spread",58,"QPAC",817712,7
"9564",0.2,"normal_spread",58,"Doubled Max-Q",4648896,4
"9565",0.2,"normal_spread",59,"LUCB BB",105968,8
"9566",0.2,"normal_spread",59,"LUCB DKW",682663,6
"9567",0.2,"normal_spread",59,"LUCB Stitched",151736,4
"9568",0.2,"normal_spread",59,"QPAC",829717,5
"9569",0.2,"normal_spread",59,"QPAC BB",131932,8
"9570",0.2,"normal_spread",59,"Doubled Max-Q",4652928,3
"9571",0.2,"normal_spread",60,"LUCB BB",60001,2
"9572",0.2,"normal_spread",60,"LUCB DKW",643983,4
"9573",0.2,"normal_spread",60,"LUCB Stitched",107699,2
"9574",0.2,"normal_spread",60,"QPAC BB",127682,3
"9575",0.2,"normal_spread",60,"QPAC",757931,4
"9576",0.2,"normal_spread",60,"Doubled Max-Q",4648896,7
"9577",0.2,"normal_spread",61,"LUCB BB",74089,8
"9578",0.2,"normal_spread",61,"LUCB DKW",685955,6
"9579",0.2,"normal_spread",61,"LUCB Stitched",115657,8
"9580",0.2,"normal_spread",61,"QPAC",772498,4
"9581",0.2,"normal_spread",61,"QPAC BB",107726,5
"9582",0.2,"normal_spread",61,"Doubled Max-Q",4652928,2
"9583",0.2,"normal_spread",62,"LUCB BB",65703,6
"9584",0.2,"normal_spread",62,"LUCB DKW",634939,8
"9585",0.2,"normal_spread",62,"LUCB Stitched",110901,9
"9586",0.2,"normal_spread",62,"QPAC",801292,8
"9587",0.2,"normal_spread",62,"QPAC BB",96015,7
"9588",0.2,"normal_spread",62,"Doubled Max-Q",4648896,5
"9589",0.2,"normal_spread",63,"LUCB BB",121370,6
"9590",0.2,"normal_spread",63,"LUCB DKW",805215,4
"9591",0.2,"normal_spread",63,"LUCB Stitched",128281,8
"9592",0.2,"normal_spread",63,"QPAC",780166,9
"9593",0.2,"normal_spread",63,"QPAC BB",125026,8
"9594",0.2,"normal_spread",63,"Doubled Max-Q",4648896,2
"9595",0.2,"normal_spread",64,"LUCB BB",65452,3
"9596",0.2,"normal_spread",64,"LUCB DKW",692655,8
"9597",0.2,"normal_spread",64,"LUCB Stitched",115827,8
"9598",0.2,"normal_spread",64,"QPAC",750220,1
"9599",0.2,"normal_spread",64,"QPAC BB",87467,9
"9600",0.2,"normal_spread",64,"Doubled Max-Q",4648896,5
"9601",0.3,"normal_spread",1,"LUCB BB",117533,7
"9602",0.3,"normal_spread",1,"LUCB DKW",680943,9
"9603",0.3,"normal_spread",1,"LUCB Stitched",152913,7
"9604",0.3,"normal_spread",1,"QPAC",820290,6
"9605",0.3,"normal_spread",1,"QPAC BB",138357,1
"9606",0.3,"normal_spread",1,"Doubled Max-Q",5317632,3
"9607",0.3,"normal_spread",2,"LUCB BB",136917,5
"9608",0.3,"normal_spread",2,"LUCB DKW",597803,2
"9609",0.3,"normal_spread",2,"LUCB Stitched",163079,5
"9610",0.3,"normal_spread",2,"QPAC",720580,3
"9611",0.3,"normal_spread",2,"QPAC BB",162673,9
"9612",0.3,"normal_spread",2,"Doubled Max-Q",5317632,9
"9613",0.3,"normal_spread",3,"LUCB BB",116715,9
"9614",0.3,"normal_spread",3,"LUCB DKW",599161,2
"9615",0.3,"normal_spread",3,"LUCB Stitched",144622,1
"9616",0.3,"normal_spread",3,"QPAC",779408,5
"9617",0.3,"normal_spread",3,"QPAC BB",126095,7
"9618",0.3,"normal_spread",3,"Doubled Max-Q",5317632,1
"9619",0.3,"normal_spread",4,"LUCB BB",104083,7
"9620",0.3,"normal_spread",4,"LUCB DKW",667968,2
"9621",0.3,"normal_spread",4,"LUCB Stitched",115575,7
"9622",0.3,"normal_spread",4,"QPAC BB",132697,8
"9623",0.3,"normal_spread",4,"QPAC",546327,9
"9624",0.3,"normal_spread",4,"Doubled Max-Q",5317632,3
"9625",0.3,"normal_spread",5,"LUCB BB",121456,7
"9626",0.3,"normal_spread",5,"LUCB DKW",690691,5
"9627",0.3,"normal_spread",5,"LUCB Stitched",155653,9
"9628",0.3,"normal_spread",5,"QPAC BB",158117,7
"9629",0.3,"normal_spread",5,"QPAC",804839,5
"9630",0.3,"normal_spread",5,"Doubled Max-Q",5317632,4
"9631",0.3,"normal_spread",6,"LUCB BB",133533,1
"9632",0.3,"normal_spread",6,"LUCB DKW",651919,5
"9633",0.3,"normal_spread",6,"LUCB Stitched",202803,6
"9634",0.3,"normal_spread",6,"QPAC",808988,4
"9635",0.3,"normal_spread",6,"QPAC BB",165207,9
"9636",0.3,"normal_spread",6,"Doubled Max-Q",5317632,2
"9637",0.3,"normal_spread",7,"LUCB BB",103043,7
"9638",0.3,"normal_spread",7,"LUCB DKW",573845,2
"9639",0.3,"normal_spread",7,"LUCB Stitched",171613,7
"9640",0.3,"normal_spread",7,"QPAC",829730,5
"9641",0.3,"normal_spread",7,"QPAC BB",159774,5
"9642",0.3,"normal_spread",7,"Doubled Max-Q",5317632,4
"9643",0.3,"normal_spread",8,"LUCB BB",97837,2
"9644",0.3,"normal_spread",8,"LUCB DKW",721317,4
"9645",0.3,"normal_spread",8,"LUCB Stitched",165731,2
"9646",0.3,"normal_spread",8,"QPAC",687292,3
"9647",0.3,"normal_spread",8,"QPAC BB",148051,6
"9648",0.3,"normal_spread",8,"Doubled Max-Q",5317632,6
"9649",0.3,"normal_spread",9,"LUCB BB",133901,2
"9650",0.3,"normal_spread",9,"LUCB DKW",566979,4
"9651",0.3,"normal_spread",9,"LUCB Stitched",158937,9
"9652",0.3,"normal_spread",9,"QPAC",836836,7
"9653",0.3,"normal_spread",9,"QPAC BB",146253,6
"9654",0.3,"normal_spread",9,"Doubled Max-Q",5317632,4
"9655",0.3,"normal_spread",10,"LUCB BB",90620,6
"9656",0.3,"normal_spread",10,"LUCB DKW",659123,3
"9657",0.3,"normal_spread",10,"LUCB Stitched",110041,2
"9658",0.3,"normal_spread",10,"QPAC BB",153327,6
"9659",0.3,"normal_spread",10,"QPAC",801461,6
"9660",0.3,"normal_spread",10,"Doubled Max-Q",5317632,8
"9661",0.3,"normal_spread",11,"LUCB BB",114205,4
"9662",0.3,"normal_spread",11,"LUCB DKW",543175,3
"9663",0.3,"normal_spread",11,"LUCB Stitched",150643,4
"9664",0.3,"normal_spread",11,"QPAC BB",172020,1
"9665",0.3,"normal_spread",11,"QPAC",826003,3
"9666",0.3,"normal_spread",11,"Doubled Max-Q",5317632,3
"9667",0.3,"normal_spread",12,"LUCB BB",110695,1
"9668",0.3,"normal_spread",12,"LUCB DKW",695354,4
"9669",0.3,"normal_spread",12,"LUCB Stitched",118655,1
"9670",0.3,"normal_spread",12,"QPAC BB",149145,5
"9671",0.3,"normal_spread",12,"QPAC",740240,8
"9672",0.3,"normal_spread",12,"Doubled Max-Q",5317632,4
"9673",0.3,"normal_spread",13,"LUCB BB",132439,3
"9674",0.3,"normal_spread",13,"LUCB DKW",697940,7
"9675",0.3,"normal_spread",13,"LUCB Stitched",144969,2
"9676",0.3,"normal_spread",13,"QPAC",769814,4
"9677",0.3,"normal_spread",13,"QPAC BB",125057,9
"9678",0.3,"normal_spread",13,"Doubled Max-Q",5317632,9
"9679",0.3,"normal_spread",14,"LUCB BB",79335,7
"9680",0.3,"normal_spread",14,"LUCB DKW",582922,9
"9681",0.3,"normal_spread",14,"LUCB Stitched",163186,9
"9682",0.3,"normal_spread",14,"QPAC",833974,7
"9683",0.3,"normal_spread",14,"QPAC BB",162160,9
"9684",0.3,"normal_spread",14,"Doubled Max-Q",5317632,7
"9685",0.3,"normal_spread",15,"LUCB BB",116240,2
"9686",0.3,"normal_spread",15,"LUCB DKW",691783,3
"9687",0.3,"normal_spread",15,"LUCB Stitched",117965,1
"9688",0.3,"normal_spread",15,"QPAC",758772,2
"9689",0.3,"normal_spread",15,"QPAC BB",111317,8
"9690",0.3,"normal_spread",15,"Doubled Max-Q",5317632,2
"9691",0.3,"normal_spread",16,"LUCB BB",101883,7
"9692",0.3,"normal_spread",16,"LUCB DKW",692355,3
"9693",0.3,"normal_spread",16,"LUCB Stitched",124904,3
"9694",0.3,"normal_spread",16,"QPAC BB",170971,4
"9695",0.3,"normal_spread",16,"QPAC",804412,3
"9696",0.3,"normal_spread",16,"Doubled Max-Q",5317632,2
"9697",0.3,"normal_spread",17,"LUCB BB",96373,7
"9698",0.3,"normal_spread",17,"LUCB DKW",663622,9
"9699",0.3,"normal_spread",17,"LUCB Stitched",130367,5
"9700",0.3,"normal_spread",17,"QPAC",834038,6
"9701",0.3,"normal_spread",17,"QPAC BB",109422,2
"9702",0.3,"normal_spread",17,"Doubled Max-Q",5317632,8
"9703",0.3,"normal_spread",18,"LUCB BB",102009,6
"9704",0.3,"normal_spread",18,"LUCB DKW",605853,1
"9705",0.3,"normal_spread",18,"LUCB Stitched",141745,7
"9706",0.3,"normal_spread",18,"QPAC BB",144196,1
"9707",0.3,"normal_spread",18,"QPAC",786733,1
"9708",0.3,"normal_spread",18,"Doubled Max-Q",5317632,5
"9709",0.3,"normal_spread",19,"LUCB BB",76107,7
"9710",0.3,"normal_spread",19,"LUCB DKW",607173,8
"9711",0.3,"normal_spread",19,"LUCB Stitched",109623,7
"9712",0.3,"normal_spread",19,"QPAC BB",162199,1
"9713",0.3,"normal_spread",19,"QPAC",840781,3
"9714",0.3,"normal_spread",19,"Doubled Max-Q",5317632,8
"9715",0.3,"normal_spread",20,"LUCB BB",103692,8
"9716",0.3,"normal_spread",20,"LUCB DKW",707125,6
"9717",0.3,"normal_spread",20,"LUCB Stitched",204606,1
"9718",0.3,"normal_spread",20,"QPAC",821646,3
"9719",0.3,"normal_spread",20,"QPAC BB",126338,1
"9720",0.3,"normal_spread",20,"Doubled Max-Q",5317632,9
"9721",0.3,"normal_spread",21,"LUCB BB",79511,5
"9722",0.3,"normal_spread",21,"LUCB DKW",621755,3
"9723",0.3,"normal_spread",21,"LUCB Stitched",139197,7
"9724",0.3,"normal_spread",21,"QPAC BB",162645,5
"9725",0.3,"normal_spread",21,"QPAC",761849,4
"9726",0.3,"normal_spread",21,"Doubled Max-Q",5317632,4
"9727",0.3,"normal_spread",22,"LUCB BB",102555,4
"9728",0.3,"normal_spread",22,"LUCB DKW",585311,8
"9729",0.3,"normal_spread",22,"LUCB Stitched",151686,9
"9730",0.3,"normal_spread",22,"QPAC BB",164508,5
"9731",0.3,"normal_spread",22,"QPAC",741618,9
"9732",0.3,"normal_spread",22,"Doubled Max-Q",5317632,8
"9733",0.3,"normal_spread",23,"LUCB BB",147251,9
"9734",0.3,"normal_spread",23,"LUCB DKW",701463,4
"9735",0.3,"normal_spread",23,"LUCB Stitched",175637,5
"9736",0.3,"normal_spread",23,"QPAC",822141,5
"9737",0.3,"normal_spread",23,"QPAC BB",164785,4
"9738",0.3,"normal_spread",23,"Doubled Max-Q",5317632,8
"9739",0.3,"normal_spread",24,"LUCB BB",109026,3
"9740",0.3,"normal_spread",24,"LUCB DKW",528751,9
"9741",0.3,"normal_spread",24,"LUCB Stitched",150243,3
"9742",0.3,"normal_spread",24,"QPAC",799263,8
"9743",0.3,"normal_spread",24,"QPAC BB",140593,2
"9744",0.3,"normal_spread",24,"Doubled Max-Q",5317632,3
"9745",0.3,"normal_spread",25,"LUCB BB",111356,4
"9746",0.3,"normal_spread",25,"LUCB DKW",676063,3
"9747",0.3,"normal_spread",25,"LUCB Stitched",129755,3
"9748",0.3,"normal_spread",25,"QPAC BB",130082,5
"9749",0.3,"normal_spread",25,"QPAC",584249,5
"9750",0.3,"normal_spread",25,"Doubled Max-Q",5317632,5
"9751",0.3,"normal_spread",26,"LUCB BB",134036,4
"9752",0.3,"normal_spread",26,"LUCB DKW",648707,4
"9753",0.3,"normal_spread",26,"LUCB Stitched",142384,3
"9754",0.3,"normal_spread",26,"QPAC BB",163798,5
"9755",0.3,"normal_spread",26,"QPAC",725178,4
"9756",0.3,"normal_spread",26,"Doubled Max-Q",5317632,4
"9757",0.3,"normal_spread",27,"LUCB BB",101351,5
"9758",0.3,"normal_spread",27,"LUCB DKW",640429,3
"9759",0.3,"normal_spread",27,"LUCB Stitched",144210,2
"9760",0.3,"normal_spread",27,"QPAC BB",167001,7
"9761",0.3,"normal_spread",27,"QPAC",750328,4
"9762",0.3,"normal_spread",27,"Doubled Max-Q",5317632,1
"9763",0.3,"normal_spread",28,"LUCB BB",97753,4
"9764",0.3,"normal_spread",28,"LUCB DKW",602563,6
"9765",0.3,"normal_spread",28,"LUCB Stitched",144751,3
"9766",0.3,"normal_spread",28,"QPAC",786949,6
"9767",0.3,"normal_spread",28,"QPAC BB",116632,7
"9768",0.3,"normal_spread",28,"Doubled Max-Q",5317632,7
"9769",0.3,"normal_spread",29,"LUCB BB",71463,7
"9770",0.3,"normal_spread",29,"LUCB DKW",739269,9
"9771",0.3,"normal_spread",29,"LUCB Stitched",164592,4
"9772",0.3,"normal_spread",29,"QPAC",739403,8
"9773",0.3,"normal_spread",29,"QPAC BB",147601,7
"9774",0.3,"normal_spread",29,"Doubled Max-Q",5317632,9
"9775",0.3,"normal_spread",30,"LUCB Stitched",70160,4
"9776",0.3,"normal_spread",30,"LUCB BB",71692,4
"9777",0.3,"normal_spread",30,"LUCB DKW",665130,7
"9778",0.3,"normal_spread",30,"QPAC BB",165523,8
"9779",0.3,"normal_spread",30,"QPAC",822962,2
"9780",0.3,"normal_spread",30,"Doubled Max-Q",5317632,2
"9781",0.3,"normal_spread",31,"LUCB BB",50354,3
"9782",0.3,"normal_spread",31,"LUCB DKW",710885,8
"9783",0.3,"normal_spread",31,"LUCB Stitched",139971,3
"9784",0.3,"normal_spread",31,"QPAC",807412,3
"9785",0.3,"normal_spread",31,"QPAC BB",125952,4
"9786",0.3,"normal_spread",31,"Doubled Max-Q",5317632,6
"9787",0.3,"normal_spread",32,"LUCB BB",130223,9
"9788",0.3,"normal_spread",32,"LUCB DKW",717389,2
"9789",0.3,"normal_spread",32,"LUCB Stitched",198783,5
"9790",0.3,"normal_spread",32,"QPAC",813410,4
"9791",0.3,"normal_spread",32,"QPAC BB",148507,5
"9792",0.3,"normal_spread",32,"Doubled Max-Q",5317632,9
"9793",0.3,"normal_spread",33,"LUCB BB",138112,8
"9794",0.3,"normal_spread",33,"LUCB DKW",751197,8
"9795",0.3,"normal_spread",33,"LUCB Stitched",177018,8
"9796",0.3,"normal_spread",33,"QPAC",782049,9
"9797",0.3,"normal_spread",33,"QPAC BB",155817,5
"9798",0.3,"normal_spread",33,"Doubled Max-Q",5317632,2
"9799",0.3,"normal_spread",34,"LUCB BB",120727,4
"9800",0.3,"normal_spread",34,"LUCB DKW",723609,8
"9801",0.3,"normal_spread",34,"LUCB Stitched",154168,3
"9802",0.3,"normal_spread",34,"QPAC BB",169680,8
"9803",0.3,"normal_spread",34,"QPAC",785901,1
"9804",0.3,"normal_spread",34,"Doubled Max-Q",5317632,4
"9805",0.3,"normal_spread",35,"LUCB BB",80317,6
"9806",0.3,"normal_spread",35,"LUCB DKW",664861,2
"9807",0.3,"normal_spread",35,"LUCB Stitched",135949,5
"9808",0.3,"normal_spread",35,"QPAC",762416,9
"9809",0.3,"normal_spread",35,"QPAC BB",107800,8
"9810",0.3,"normal_spread",35,"Doubled Max-Q",5317632,8
"9811",0.3,"normal_spread",36,"LUCB BB",128469,8
"9812",0.3,"normal_spread",36,"LUCB DKW",761985,7
"9813",0.3,"normal_spread",36,"LUCB Stitched",167425,5
"9814",0.3,"normal_spread",36,"QPAC BB",174755,4
"9815",0.3,"normal_spread",36,"QPAC",833299,9
"9816",0.3,"normal_spread",36,"Doubled Max-Q",5317632,7
"9817",0.3,"normal_spread",37,"LUCB BB",88462,8
"9818",0.3,"normal_spread",37,"LUCB DKW",599997,6
"9819",0.3,"normal_spread",37,"LUCB Stitched",127277,1
"9820",0.3,"normal_spread",37,"QPAC BB",166473,8
"9821",0.3,"normal_spread",37,"QPAC",798934,1
"9822",0.3,"normal_spread",37,"Doubled Max-Q",5317632,6
"9823",0.3,"normal_spread",38,"LUCB BB",134167,6
"9824",0.3,"normal_spread",38,"LUCB DKW",717399,8
